Perovskite,Hill formula,Interlayer space composition,Dopant,"Dopant, wt%","Bandgap, eV",DOI,Materials Project ID,COD_ID,Springer_ID,Z,Z_MP,"a, A","b, A","c, A",Symmetry group,"d,A",a_MP,b_MP,c_MP,XRD pattern,Crystal structure,Number of octahedrons on a layer,Valence electrons,Volume,Valence Electrons Density,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,Average Pauling electronegativity,Average Mulliken electronegativity
H2.33Sr0.67Nb5O14.335,H2.33 Nb5 O14.335 Sr0.67,,Pt,1.12,3.204,10.1016/j.ijhydene.2009.07.047,-1,-1,,,0,12.449,12.449,8.04,,,0,,,1,,3,28.67,0,,1.671815536,2.567271099,0.895455563,0,0.325601674,0.5,0.174398326,0,0.95,3.44,2.49,2.824038505,2.824038505,6.533110796
Bi2W2O9,Bi2 O9 W2,,,,3,10.1246/cl.1999.1103,mp-1197485,7213033,,,4,,,,,,5.452661,5.45315,24.558718,,,,18,730.2333006,0.098598626,2,3.230769231,2.153846154,4.307692308,0.171052632,0.276315789,0.184210526,0.368421053,2.02,3.44,1.42,3.055384615,3.055384615,6.520338268
Bi2WO6,Bi2 O6 W,,,,2.8,10.1246/cl.1999.1103,mp-554500,1528730,,,2,,,,,,8.31958214,8.31958214,8.24255817,,,1,12,248.8091744,0.096459466,2,3.333333333,2.666666667,4.666666667,0.157894737,0.263157895,0.210526316,0.368421053,2.02,3.44,1.42,3.004444444,3.004444444,6.422834226
Bi14W2O27,Bi14 O27 W2,,,,2.8,10.1246/cl.1999.1103,-1,-1,sd_1922152,,0,,,,,,0,,,,,,54,0,,2,3.488372093,3.441860465,5.209302326,0.141447368,0.246710526,0.243421053,0.368421053,2.02,3.44,1.42,2.92744186,2.92744186,6.275444394
Bi2Ti2O7,Bi2 O7 Ti2,,,,2.9,10.1246/cl.1999.1103,mp-559482,1533740,,,2,,,,,,7.36317079,7.36317079,7.36317079,,,,14,282.2796853,0.099192402,2,3.090909091,2.181818182,2.545454545,0.203703704,0.314814815,0.222222222,0.259259259,1.54,3.44,1.9,2.836363636,2.836363636,6.173509471
Bi4Ti3O12,Bi4 O12 Ti3,,,,3.1,10.1246/cl.1999.1103,mp-1179025,1528445,,,1,,,,,,3.86469438,3.86469438,16.97887473,,,,24,251.0109891,0.095613344,2,3.157894737,2.421052632,2.947368421,0.19,0.3,0.23,0.28,1.54,3.44,1.9,2.841052632,2.841052632,6.172958714
Bi3TiNbO9,Bi3 Nb O9 Ti,,,,3.1,10.1246/cl.1999.1103,mp-1216832,1529003,,,1,,,,,,12.95140779,12.95140779,12.95140779,,,,18,189.2309694,0.095121851,1.928571429,3.214285714,2.571428571,3,0.18,0.3,0.24,0.28,1.54,3.44,1.9,2.868571429,2.868571429,6.249142825
Bi2MoO6,Bi2 Mo O6,,,,3,10.1246/cl.1999.1103,mp-23423,1525625,,,16,,,,,,22.855297,5.655962,17.48922452,,,,12,2260.711501,0.084929015,1.888888889,3.333333333,2.777777778,3.111111111,0.17,0.3,0.25,0.28,2.02,3.44,1.42,2.982222222,2.982222222,6.37613767
BaBi4Ti4O15,Ba Bi4 O15 Ti4,,,,3.3,10.1246/cl.1999.1103,mp-1227554,1531494,,,1,,,,,,20.55167809,20.55167809,20.55167809,,,,30,309.5918965,0.096901761,2,3,2,2.333333333,0.214285714,0.321428571,0.214285714,0.25,0.89,3.44,2.55,2.780416667,2.780416667,6.084788909
Bi2MoO6,Bi2 Mo O6,,,,2.64,10.1246/cl.2005.1528,mp-23423,1525625,,,16,,,,,,22.855297,5.655962,17.48922452,1,,,12,2260.711501,0.084929015,1.888888889,3.333333333,2.777777778,3.111111111,0.17,0.3,0.25,0.28,2.02,3.44,1.42,2.982222222,2.982222222,6.37613767
PbBi2Nb2O9,Bi2 Nb2 O9 Pb,,,,2.88,10.1021/ja049676a,mp-23101,1531664,,,1,5.496,5.496,25.55,A21am,,12.86882012,12.86882012,12.86882012,1,,,18,197.4403767,0.091166763,1.857142857,3.142857143,2.714285714,3,0.173333333,0.293333333,0.253333333,0.28,1.6,3.44,1.84,2.895,2.895,6.260504074
TiO2,O2 Ti,,N,NaN,2.73,10.1021/ja049676a,mp-1245098,1010942,,,30,,,,,,10.59112378,10.78473663,10.48617618,,,,4,1182.74126,0.101459215,2,2.666666667,0.666666667,0,0.375,0.5,0.125,0,1.54,3.44,1.9,2.806666667,2.806666667,6.1769976
CaBi2Nb2O9,Bi2 Ca Nb2 O9,,,,3.46,10.1016/j.ijhydene.2009.04.021,mp-555616,-1,,,1,,,,A21am,,13.83861243,13.83861243,13.83861243,,PDF#49-0608,,18,208.2630582,0.086429154,1.857142857,3,2,2,0.209677419,0.338709677,0.225806452,0.225806452,1,3.44,2.44,2.8,2.8,6.202086408
SrBi2Nb2O9,Bi2 Nb2 O9 Sr,,,,3.43,10.1016/j.ijhydene.2009.04.021,mp-23614,1531753,,,2,,,,A21am,,13.01244535,13.01244535,5.688484,,PDF#49-0608,,18,408.0804857,0.088217891,1.857142857,3,2,2,0.209677419,0.338709677,0.225806452,0.225806452,0.95,3.44,2.49,2.796428571,2.796428571,6.188130229
BaBi2Nb2O9,Ba Bi2 Nb2 O9,,,,3.3,10.1016/j.ijhydene.2009.04.021,mp-555867,7221049,,,2,,,,I4/mmm,,13.05287155,13.05287155,5.760265,,PDF#38-1418,,18,419.8790929,0.085738968,1.857142857,3,2,2,0.209677419,0.338709677,0.225806452,0.225806452,0.89,3.44,2.55,2.792142857,2.792142857,6.174178699
CaBi2Ta2O9,Bi2 Ca O9 Ta2,,,,3.67,10.1016/j.jssc.2008.05.020,mp-556848,1525923,,,1,5.467,5.427,24.931,A21am,,13.46934785,13.46934785,13.46934785,1,PDF#49-0608,,18,189.2214911,0.095126615,2,3,1.857142857,4,0.184210526,0.276315789,0.171052632,0.368421053,1,3.44,2.44,2.785714286,2.785714286,6.216117408
SrBi2Ta2O9,Bi2 O9 Sr Ta2,,,,3.64,10.1016/j.jssc.2008.05.020,mp-554675,1521923,,,1,5.473,5.527,25.031,A21am,,12.88926011,12.88926011,12.88926011,1,PDF#49-0608,,18,195.0320398,0.092292528,2,3,1.857142857,4,0.184210526,0.276315789,0.171052632,0.368421053,0.95,3.44,2.49,2.782142857,2.782142857,6.202161229
BaBi2Ta2O9,Ba Bi2 O9 Ta2,,,,3.52,10.1016/j.jssc.2008.05.020,mp-23611,1525921,,,1,3.954,3.954,25.487,I4/mmm,,12.93976145,12.93976145,12.93976145,1,,,18,198.9609599,0.09047001,2,3,1.857142857,4,0.184210526,0.276315789,0.171052632,0.368421053,0.89,3.44,2.55,2.777857143,2.777857143,6.188209699
K0.5La0.5Bi2Ta2O9,Bi2 K0.5 La0.5 O9 Ta2,,,,3.44,10.1016/j.ijhydene.2012.05.090,-1,-1,,,0,5.492,5.565,24.88,I4/mmm,,0,,,,JCPD 49e0609,,18,0,,1.964285714,3,1.892857143,4,0.180921053,0.276315789,0.174342105,0.368421053,0.82,3.44,2.62,2.782857143,2.782857143,6.192923768
K0.5La0.5Bi2Nb2O9,Bi2 K0.5 La0.5 Nb2 O9 ,,,,3.22,10.1016/j.ijhydene.2012.05.090,-1,-1,,,0,5.502,5.507,25.09,I4/mmm,,0,,,,JCPD 49e0607,,18,0,,1.821428571,3,2.035714286,2,0.205645161,0.338709677,0.22983871,0.225806452,0.82,3.44,2.62,2.797142857,2.797142857,6.178892768
H1.9K0.3La0.5Bi0.1Ta2O7,H1.9 Bi0.1 K0.3 La0.5 O7 Ta2,,,,4,10.1016/j.ijhydene.2012.05.090,-1,-1,,,0,3.906,3.906,9.884,,,0,,,,,,14,0,,1.813559322,2.398305085,0.63559322,2.491525424,0.247113164,0.326789838,0.086605081,0.339491917,0.82,3.44,2.62,2.733728814,2.733728814,6.521733636
H1.6K0.2La0.3Bi0.1Nb2O6.5,H1.6 Bi0.1 K0.2 La0.3 Nb2 O6.5,,,,3.49,10.1016/j.ijhydene.2012.05.090,-1,-1,,,0,3.903,3.903,10.05,,,0,,,,,,13,0,,1.644859813,2.457943925,0.869158879,0.130841121,0.322344322,0.481684982,0.17032967,0.025641026,0.82,3.44,2.62,2.782803738,2.782803738,6.540348334
K2LaTa5O15,K2 La O15 Ta5,,,,4,10.1016/j.ijhydene.2012.05.090,mp-1204933,-1,sd_1820105,,0,,,,,,0,,,,,,34,0,,1.92,2.72,0.64,2.8,0.237623762,0.336633663,0.079207921,0.346534653,0.82,3.44,2.62,2.7488,2.7488,6.23055744
H1.8Ca0.8Bi0.2Ta2O7,Bi0.2 Ca0.8 H1.8 O7 Ta2,,,,3.7,10.1016/j.ijhydene.2012.05.090,-1,-1,,,0,,,,,,0,,,,,,14,0,,1.847457627,2.423728814,0.677966102,2.610169492,0.244394619,0.320627803,0.089686099,0.34529148,1,3.44,2.44,2.732542373,2.732542373,6.512317948
H1.8Sr0.8Bi0.2Ta2O7,Bi0.2 H1.8 O7 Sr Ta2,,,,3.9,10.1016/j.ijhydene.2012.05.090,-1,-1,,,0,,,,,,0,,,,,,14,0,,1.85,2.383333333,0.666666667,2.566666667,0.247767857,0.319196429,0.089285714,0.34375,0.95,3.44,2.49,2.6995,2.6995,6.438644661
H1.9Ba0.8Bi0.1Ta2O7,Ba0.8 Bi0.1 H1.9 O7 Ta2,,,,4,10.1016/j.ijhydene.2012.05.090,-1,-1,,,0,,,,,,0,,,,,,14,0,,1.838983051,2.398305085,0.593220339,2.491525424,0.251157407,0.327546296,0.081018519,0.340277778,0.89,3.44,2.55,2.726610169,2.726610169,6.511783319
H1.9K0.3La0.5Bi0.1Ta2O7,Bi0.1 H1.9 K0.3 La0.5 O7 Ta2,,,,4.3,10.1016/j.ijhydene.2012.05.090,-1,-1,,,0,,,,,,0,,,,,,14,0,,1.813559322,2.398305085,0.63559322,2.491525424,0.247113164,0.326789838,0.086605081,0.339491917,0.82,3.44,2.62,2.733728814,2.733728814,6.521733636
Bi4Nb8OCl,Bi4 Cl Nb8 O,,,,2.39,10.1021/jacs.5b11191,-1,-1,,,0,5.493,5.493,28.75,,14.375,0,,,1,,,2,0,,1.428571429,1.5,5.142857143,4,0.118343195,0.124260355,0.426035503,0.331360947,1.6,3.44,1.84,1.962857143,1.962857143,4.499324539
BiOCl,Bi Cl O,,,,3.42,10.1021/jacs.5b11191,mp-22939,1011175,,,2,,,,,,3.8933967,3.8933967,7.49318875,,,,2,113.5857854,0.035215674,2,4,3.333333333,4.666666667,0.142857143,0.285714286,0.238095238,0.333333333,2.02,3.44,1.42,2.873333333,2.873333333,6.647899452
Bi4NbO8Cl,Bi4 Cl Nb O8,,,,2.39,10.1039/c8cy00959g,mp-23630,1529527,,,4,,,,,,5.50261782,5.55825167,28.88222052,1,JCPDS 84-0843,,16,883.3608282,0.072450575,1.928571429,3.5,3.142857143,4,0.153409091,0.278409091,0.25,0.318181818,1.6,3.44,1.84,2.882857143,2.882857143,6.350050364
Bi4NbO8Br,Bi4 Br Nb O8,,,,2.22,10.1039/c8cy00959g,mp-1198841,-1,,,4,,,,,,5.580904,5.653938,29.812772,1,JCPDS 54-0818,,16,940.7147477,0.068033376,1.928571429,3.5,3.857142857,4,0.14516129,0.26344086,0.290322581,0.301075269,1.6,3.44,1.84,2.868571429,2.868571429,6.299944651
Bi4TaO8Cl,Bi4 Cl O8 Ta,,,,2.29,10.1039/c8cy00959g,mp-558314,7221321,,,1,,,,,,3.907064,3.907064,14.317355,1,JCPDS 54-0124,,16,218.5565588,0.073207595,2,3.5,3.071428571,5,0.147368421,0.257894737,0.226315789,0.368421053,1.5,3.44,1.94,2.875714286,2.875714286,6.357065864
Bi4TaO8Br,Bi4 Br O8 Ta,,,,2.27,10.1039/c8cy00959g,mp-554207,-1,,,4,,,,,,5.49521318,5.54216272,29.45139572,1,JCPDS 54-0819,,16,896.9530248,0.071352678,2,3.5,3.785714286,5,0.14,0.245,0.265,0.35,1.5,3.44,1.94,2.861428571,2.861428571,6.306960151
HLaTa2O7,H La O7 Ta2,,,,3.8,10.1039/B301938C,-1,-1,sd_1241784,,0,3.89,3.89,10.34,I4/mmm,,0,,,1,,2,14,0,,1.909090909,2.545454545,0.636363636,2.545454545,0.25,0.333333333,0.083333333,0.333333333,1.1,3.44,2.34,2.761818182,2.761818182,6.444862859
NaLaTa2O7,La Na O7 Ta2,,,,3.85,10.1039/B301938C,mp-1220741,1544432,,,1,3.85,3.85,12.77,I4/mmm,,11.21002991,11.21002991,11.21002991,1,,2,14,167.3639997,0.083650009,1.909090909,2.545454545,0.636363636,2.545454545,0.25,0.333333333,0.083333333,0.333333333,0.93,3.44,2.51,2.646363636,2.646363636,6.050952432
RbLaTa2O7,La O7 Rb Ta2,,,,3.9,10.1039/B301938C,mp-541600,-1,,,1,3.88,3.88,11.07,P4/mmm,,3.910394,3.910394,11.314458,1,,2,14,173.0114279,0.08091951,1.909090909,2.545454545,0.636363636,2.545454545,0.25,0.333333333,0.083333333,0.333333333,0.82,3.44,2.62,2.636363636,2.636363636,6.004408846
CsLaTa2O7,Cs La O7 Ta2,,,,3.95,10.1039/B301938C,-1,-1,sd_1432286,,0,3.88,3.88,11.07,P4/mmm,,0,,,1,,2,14,0,,1.909090909,2.545454545,0.636363636,2.545454545,0.25,0.333333333,0.083333333,0.333333333,0.79,3.44,2.65,2.633636364,2.633636364,5.99088574
HPrTa2O7,H O7 Pr Ta2,,,,3.55,10.1039/B301938C,-1,-1,,,0,3.9,3.9,11.07,tetragonal,,0,,,1,,2,14,0,,1.909090909,2.545454545,0.545454545,2.818181818,0.244186047,0.325581395,0.069767442,0.360465116,1.13,3.44,2.31,2.764545455,2.764545455,6.419635059
NaPrTa2O7,Na O7 Pr Ta2,,,,3.55,10.1039/B301938C,-1,-1,,,0,3.88,3.88,11.297,P4/mmm,,0,,,1,,2,14,0,,1.909090909,2.545454545,0.545454545,2.818181818,0.244186047,0.325581395,0.069767442,0.360465116,0.93,3.44,2.51,2.649090909,2.649090909,6.025724632
RbPrTa2O7,O7 Pr Rb Ta2,,,,3.55,10.1039/B301938C,-1,-1,sd_1050391,,0,3.88,3.88,10.647,P4/mmm,,0,,,1,,2,14,0,,1.909090909,2.545454545,0.545454545,2.818181818,0.244186047,0.325581395,0.069767442,0.360465116,0.82,3.44,2.62,2.639090909,2.639090909,5.979181046
